"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPS6",1.21336284188635e-23,-0.286770412029106,0.718,0.732,2.44844487864246e-19,"0","RPS6"
"RPS19",1.25593662219638e-23,-0.302109039674759,0.724,0.75,2.53435450993007e-19,"0","RPS19"
"RPL31",1.73093370652779e-23,-0.265030007707103,0.696,0.723,3.49285112640242e-19,"0","RPL31"
"RPL19",1.95455126000161e-23,-0.311167574981545,0.763,0.766,3.94408898755724e-19,"0","RPL19"
"CCL3",4.00523892792197e-23,-0.349773420033541,0.045,0.109,8.08217163265374e-19,"0","CCL3"
"PTMA",2.61966480803311e-22,-0.348878837630417,0.478,0.527,5.28622161613002e-18,"0","PTMA"
"RPS16",3.21684582378156e-22,-0.295309547701163,0.706,0.728,6.49127318780881e-18,"0","RPS16"
"PABPC1",8.60338197207102e-22,-0.276956961750638,0.434,0.497,1.73607644814421e-17,"0","PABPC1"
"COTL1",2.79630029312893e-21,-0.395267772564763,0.186,0.261,5.64265436150486e-17,"0","COTL1"
"JUND",3.97072677005892e-21,-0.272438855051099,0.45,0.511,8.01252954930189e-17,"0","JUND"
"ACTB",4.16817528663709e-20,-1.00588038361139,0.817,0.777,8.41096091090498e-16,"0","ACTB"
"RPL13AP5",5.97754733739415e-20,-0.256996261748337,0.252,0.326,1.20620927721277e-15,"0","RPL13AP5"
"RPLP1",1.95283619879152e-19,-0.289010964145689,0.903,0.89,3.9406281655414e-15,"0","RPLP1"
"RPS14",1.81119822854871e-18,-0.26154034193559,0.807,0.805,3.65481690538845e-14,"0","RPS14"
"CTSA",9.47348188771324e-18,-0.301200648608295,0.103,0.166,1.91165391012165e-13,"0","CTSA"
"RGS2",6.09623768608989e-16,-0.307156330195909,0.102,0.159,1.23015980267608e-11,"0","RGS2"
"KLF6",3.13617972640767e-15,-0.33965519625076,0.463,0.513,6.32849706991803e-11,"0","KLF6"
"ZFP36",3.29351440012329e-15,-0.495070394160231,0.592,0.602,6.6459827080088e-11,"0","ZFP36"
"RPS2",3.89440389515125e-15,-0.31784830172054,0.777,0.773,7.85851762002571e-11,"0","RPS2"
"CD52",2.80816418775918e-14,-0.263398880730224,0.516,0.389,5.66659451447925e-10,"0","CD52"
"ANXA1",8.03692240701574e-14,-0.329286297579996,0.256,0.315,1.62177057251171e-09,"0","ANXA1"
"FOSB",1.82173256000565e-12,-0.332634000856144,0.246,0.302,3.6760741328354e-08,"0","FOSB"
"DUSP1",3.28925057181535e-12,-0.439577485428934,0.59,0.625,6.6373787288662e-08,"0","DUSP1"
"CALM1",3.50389481143396e-12,-0.286346561397223,0.393,0.435,7.0705093399926e-08,"0","CALM1"
"MTND1P23",7.46923783791594e-12,-0.450159255346226,0.516,0.52,1.50721750331306e-07,"0","MTND1P23"
"LAPTM5",1.98965326936713e-11,-0.572340093250755,0.444,0.456,4.01492133225594e-07,"0","LAPTM5"
"HLA.E",6.41192605403711e-11,-0.341532334025203,0.749,0.701,1.29386255844415e-06,"0","HLA.E"
"ITGB2",1.02570616145308e-10,-0.693650594242784,0.243,0.28,2.06977246319617e-06,"0","ITGB2"
"CD44",6.6964778559712e-08,-0.258498154672666,0.282,0.314,0.00135128226655643,"0","CD44"
"EEF1A1",8.8789433773137e-08,-0.34809649988707,0.597,0.576,0.00179168198410813,"0","EEF1A1"
"JUNB",1.0523322156159e-05,-0.326241448014941,0.544,0.543,0.212350117789132,"0","JUNB"
"B2M",2.42268103247071e-05,-0.417239466249468,0.998,0.959,0.488872805542264,"0","B2M"
"NFKBIA",6.76159219884804e-05,-0.257742952097114,0.388,0.406,1,"0","NFKBIA"
"PFN1",0.000370454076097171,-0.42771092381174,0.593,0.558,1,"0","PFN1"
"RGCC",0.000414920410232604,-0.327146401800889,0.144,0.166,1,"0","RGCC"
"TMSB4X",0.000873725642926579,-0.606624793866332,0.968,0.901,1,"0","TMSB4X"
"SH3BGRL3",0.00325489272235579,-0.467048333819253,0.5,0.477,1,"0","SH3BGRL3"
"HLA.C",0.00614844046129664,-0.589594513330615,0.752,0.682,1,"0","HLA.C"
"MT.ATP6.1",0,-0.980393276542072,0.913,0.963,0,"1","MT.ATP6"
"MT.CO2.1",0,-0.985201075701399,0.88,0.956,0,"1","MT.CO2"
"MT.CYB.1",0,-0.995562630188929,0.929,0.963,0,"1","MT.CYB"
"MT.ND3.1",0,-1.0255499049357,0.886,0.951,0,"1","MT.ND3"
"MT.ND4.1",0,-1.03407277789399,0.957,0.977,0,"1","MT.ND4"
"MT.CO3.1",0,-1.0812346682844,0.962,0.98,0,"1","MT.CO3"
"ACTG1.1",0,-1.12517194306325,0.33,0.716,0,"1","ACTG1"
"MT.RNR2.1",0,-1.39315831861953,0.976,0.993,0,"1","MT.RNR2"
"MT.RNR1.1",6.78023359327337e-308,-1.11740347141699,0.715,0.895,1.36818333678663e-303,"1","MT.RNR1"
"VIM.1",3.3054170313315e-304,-1.6157175087364,0.267,0.656,6.67000102752384e-300,"1","VIM"
"TMSB10.1",1.01041028456434e-291,-1.11713443230593,0.376,0.736,2.03890691322237e-287,"1","TMSB10"
"TMSB4X.1",6.90651337170488e-286,-1.24968142781435,0.828,0.927,1.39366533327633e-281,"1","TMSB4X"
"FTH1.1",2.59728978532474e-270,-1.95645584672101,0.244,0.626,5.2410710578068e-266,"1","FTH1"
"FTL.1",5.78730271022959e-270,-2.71951112099379,0.271,0.643,1.16781981389723e-265,"1","FTL"
"ACTB.1",1.19856243798978e-259,-1.44962318099959,0.59,0.817,2.41857914361958e-255,"1","ACTB"
"MT.ND2.1",8.32737456384503e-253,-0.88043106686972,0.864,0.924,1.68038091323829e-248,"1","MT.ND2"
"TPT1.1",9.75105508030572e-248,-0.848441699760709,0.798,0.925,1.96766540465489e-243,"1","TPT1"
"CD74.1",3.73138093084158e-227,-2.25599086660263,0.158,0.516,7.52955358034522e-223,"1","CD74"
"CST3.1",3.05149920681864e-221,-1.22880426628763,0.004,0.361,6.15762024943932e-217,"1","CST3"
"HLA.A",3.52956753036035e-221,-0.984496953322753,0.735,0.867,7.12231431951414e-217,"1","HLA.A"
"B2M.1",1.95734026913895e-220,-0.940186726052506,0.975,0.965,3.94971692909549e-216,"1","B2M"
"S100A6.1",5.1240147381008e-212,-0.88846473535956,0.264,0.596,1.03397493400136e-207,"1","S100A6"
"HLA.B",4.71824852464581e-210,-1.00845875523137,0.861,0.906,9.52095369788278e-206,"1","HLA.B"
"PSAP.1",2.18659505379614e-206,-1.50721890597874,0.06,0.409,4.41233015905524e-202,"1","PSAP"
"RPS8.1",2.14125424050175e-201,-0.720466429473428,0.605,0.802,4.32083693190848e-197,"1","RPS8"
"RPL37.1",1.50564100750825e-195,-0.660287120187868,0.709,0.856,3.0382329890509e-191,"1","RPL37"
"GNAS.1",1.36766996946831e-192,-0.784021856118099,0.219,0.549,2.75982123139011e-188,"1","GNAS"
"EEF2.1",3.79888290257818e-190,-0.585942224538072,0.248,0.572,7.66576580911251e-186,"1","EEF2"
"IFITM3.1",2.92625815115816e-183,-0.777526869878403,0.008,0.319,5.90489632322205e-179,"1","IFITM3"
"CD63.1",4.58509240252119e-183,-0.976399589454869,0.08,0.405,9.25225795904751e-179,"1","CD63"
"RPL15.1",3.68479159622221e-181,-0.6362636175973,0.405,0.671,7.43554096201679e-177,"1","RPL15"
"RPS2.1",1.4964503226433e-179,-0.684656156187611,0.611,0.801,3.01968710606192e-175,"1","RPS2"
"GAPDH.1",2.82406035559718e-177,-0.874183079564302,0.226,0.54,5.69867139155956e-173,"1","GAPDH"
"RPS4X.1",8.69913801089239e-177,-0.633324336695172,0.549,0.753,1.75539905921798e-172,"1","RPS4X"
"PFN1.1",1.18159273135868e-176,-0.807071813842257,0.316,0.607,2.38433597260869e-172,"1","PFN1"
"MT.ND5.1",1.91114596001054e-175,-0.618282638977837,0.485,0.728,3.85650143270528e-171,"1","MT.ND5"
"RPS24.1",6.42367194475754e-173,-0.623604412655443,0.43,0.695,1.29623276173262e-168,"1","RPS24"
"RPS9.1",1.65431659372368e-172,-0.645237424055061,0.422,0.683,3.33824545447501e-168,"1","RPS9"
"RPLP1.1",1.89284131136757e-172,-0.662973277731661,0.814,0.906,3.81956448220862e-168,"1","RPLP1"
"ITM2B.1",2.46783053465148e-172,-0.583950861203313,0.208,0.516,4.97983523587322e-168,"1","ITM2B"
"RPL37A.1",1.96162480257792e-171,-0.664181944439948,0.589,0.784,3.95836268912199e-167,"1","RPL37A"
"RPL23.1",8.44891315863362e-171,-0.610752360979111,0.42,0.677,1.70490618628068e-166,"1","RPL23"
"CFL1.1",2.34968164776315e-169,-0.803695884156828,0.326,0.615,4.74142259702126e-165,"1","CFL1"
"UBC.1",6.19305053400676e-168,-0.658777316342166,0.274,0.578,1.24969566725722e-163,"1","UBC"
"H3F3B.1",8.30364618467236e-167,-0.599182921088911,0.258,0.565,1.67559276360504e-162,"1","H3F3B"
"GSN.1",3.88583037944776e-165,-1.10051481656967,0.001,0.286,7.84121712268764e-161,"1","GSN"
"RPS18",1.72534630558146e-164,-0.665304848536412,0.658,0.815,3.48157631003282e-160,"1","RPS18"
"HLA.DRA.1",1.37384090622282e-163,-1.67946373102725,0.017,0.304,2.77227356466704e-159,"1","HLA.DRA"
"AHNAK.1",2.80893145084939e-163,-0.630909549099125,0.26,0.549,5.66814277466899e-159,"1","AHNAK"
"GNB2L1.1",1.13575526105681e-162,-0.558168265540437,0.366,0.638,2.29184054128653e-158,"1","GNB2L1"
"RPS23.1",3.1625863571213e-162,-0.58514778747526,0.458,0.695,6.38178301003508e-158,"1","RPS23"
"EIF1.1",8.708389156371e-162,-0.584892409767055,0.394,0.655,1.7572658478641e-157,"1","EIF1"
"KLF2.1",3.55026658841211e-160,-0.626037932480831,0.102,0.41,7.16408294875679e-156,"1","KLF2"
"RPL18.1",1.0909318396163e-158,-0.576214851698974,0.548,0.75,2.20139135916174e-154,"1","RPL18"
"RHOA.1",1.24305024686676e-158,-0.613979879879869,0.16,0.462,2.50835109315243e-154,"1","RHOA"
"ANXA2.1",1.47554232543149e-158,-0.908976649829726,0.045,0.335,2.9774968584882e-154,"1","ANXA2"
"RPS6.1",6.73608625230576e-157,-0.590574758984327,0.56,0.758,1.35927484485278e-152,"1","RPS6"
"RPS11.1",4.42249707041059e-156,-0.637703744329604,0.562,0.76,8.92415683838152e-152,"1","RPS11"
"HLA.E.1",2.46168851647298e-155,-0.645978191667728,0.543,0.737,4.96744125739083e-151,"1","HLA.E"
"NACA.1",1.25359336092667e-154,-0.531983401004115,0.222,0.515,2.52962604301392e-150,"1","NACA"
"RPS12",2.33314556966692e-154,-0.588803871258966,0.701,0.842,4.70805444503089e-150,"1","RPS12"
"HLA.C.1",3.30939386540966e-152,-0.951326933281248,0.538,0.721,6.67802588101015e-148,"1","HLA.C"
"CEBPD.1",5.30598570745453e-151,-0.67331468237373,0.039,0.317,1.07069485590725e-146,"1","CEBPD"
"TUBA1B.1",7.64105144273092e-151,-0.709634463583033,0.047,0.328,1.54188777062867e-146,"1","TUBA1B"
"PTMA.1",4.25523618392184e-149,-0.596718173020141,0.285,0.558,8.58664109553588e-145,"1","PTMA"
"MT.CO1.1",1.26992377997322e-148,-0.786265562732984,0.79,0.893,2.56257919560797e-144,"1","MT.CO1"
"RPL19.1",3.1803728691273e-148,-0.598494765496136,0.619,0.791,6.41767441261197e-144,"1","RPL19"
"RPL11.1",1.33774983893917e-146,-0.590041026635869,0.588,0.757,2.69944539999535e-142,"1","RPL11"
"OAZ1.1",1.11948199522868e-144,-0.705933914533484,0.194,0.477,2.25900271817195e-140,"1","OAZ1"
"UBB.1",1.17125926243106e-144,-0.529181891078021,0.194,0.481,2.36348406565964e-140,"1","UBB"
"GNAI2.1",7.19015529762795e-144,-0.573580063481484,0.136,0.424,1.45090143750834e-139,"1","GNAI2"
"GRN.1",1.32320468799668e-140,-1.1376764225081,0.004,0.255,2.6700947399085e-136,"1","GRN"
"FLNA.1",1.05980274990301e-139,-0.708527945428491,0.153,0.431,2.13857596902928e-135,"1","FLNA"
"LMNA.1",1.24276855075845e-139,-0.656135027829768,0.019,0.274,2.50778265857547e-135,"1","LMNA"
"RPL4.1",1.3148613927909e-139,-0.510088856438776,0.35,0.607,2.65325880451275e-135,"1","RPL4"
"RPL12.1",3.32008419088396e-139,-0.532735106775363,0.374,0.622,6.69959788878474e-135,"1","RPL12"
"RPS16.1",2.07737877695727e-138,-0.547134555466098,0.561,0.752,4.19194263402207e-134,"1","RPS16"
"RPL27A",3.62982124013301e-138,-0.55807713679772,0.755,0.855,7.32461628046441e-134,"1","RPL27A"
"CALR.1",7.46825751892311e-138,-0.731017053710695,0.118,0.395,1.50701968474349e-133,"1","CALR"
"RPL8.1",6.08664204074136e-137,-0.577088555044303,0.402,0.637,1.2282234974012e-132,"1","RPL8"
"MCL1.1",4.24173869906529e-136,-0.515091332408736,0.162,0.439,8.55940452084385e-132,"1","MCL1"
"RPL34.1",1.87462972854836e-135,-0.538192859172433,0.637,0.8,3.78281532923774e-131,"1","RPL34"
"TIMP3.1",2.76884205248789e-135,-0.768098481655385,0,0.242,5.58724637771531e-131,"1","TIMP3"
"TAGLN2.1",3.53556002862823e-134,-0.623137443388735,0.121,0.392,7.13440658176891e-130,"1","TAGLN2"
"CD81.1",8.53175690736878e-134,-0.656756634028934,0.11,0.378,1.72162322633795e-129,"1","CD81"
"TMBIM6.1",3.19733279780959e-133,-0.558150039105178,0.18,0.45,6.45189785269997e-129,"1","TMBIM6"
"RPS17.1",4.47496531554103e-133,-0.540111926777498,0.458,0.676,9.03003251023025e-129,"1","RPS17"
"CTSB.1",5.61285438439091e-131,-1.28023114864876,0.032,0.28,1.13261788622624e-126,"1","CTSB"
"S100A11.1",1.35806751795976e-130,-0.889120980552514,0.116,0.382,2.740444444491e-126,"1","S100A11"
"JUNB.1",4.32681225344008e-129,-0.742131699474261,0.33,0.58,8.73107444621674e-125,"1","JUNB"
"FOS.1",7.07331199555014e-128,-0.881609832858888,0.254,0.508,1.42732362758206e-123,"1","FOS"
"SERF2.1",7.36565340379505e-127,-0.653854124612487,0.249,0.514,1.4863152003518e-122,"1","SERF2"
"ZFP36.1",1.64219634555085e-126,-0.839373322965105,0.409,0.632,3.31378800568707e-122,"1","ZFP36"
"MYL6.1",4.9046647636106e-126,-0.546965193114943,0.115,0.378,9.89712302648983e-122,"1","MYL6"
"RBM3.1",2.17115331012261e-125,-0.408700564961568,0.146,0.408,4.38117026449641e-121,"1","RBM3"
"RPS7",7.77876021643784e-124,-0.494108044928398,0.433,0.65,1.56967602407499e-119,"1","RPS7"
"RPL9",1.33935906403638e-123,-0.548921036379214,0.429,0.641,2.70269265531901e-119,"1","RPL9"
"FAU.1",3.89448490466684e-123,-0.490757493921228,0.538,0.723,7.85868108912722e-119,"1","FAU"
"CTSD.1",6.74316064733523e-123,-1.43219925756706,0.103,0.355,1.36070238702578e-118,"1","CTSD"
"APLP2.1",2.61108846775432e-121,-0.542116320860286,0.029,0.262,5.26891541908144e-117,"1","APLP2"
"RAC1.1",7.07448401384739e-121,-0.394793278626072,0.035,0.272,1.42756012915426e-116,"1","RAC1"
"RPS20",9.71957911828119e-121,-0.493073527962102,0.566,0.739,1.96131387027796e-116,"1","RPS20"
"RPL30",1.2566795891119e-120,-0.498565386117691,0.687,0.822,2.53585374286891e-116,"1","RPL30"
"MTND1P23.1",2.92228199497189e-120,-0.837985272510342,0.331,0.551,5.89687283765378e-116,"1","MTND1P23"
"LAPTM4A.1",5.56621489064828e-120,-0.411495175454467,0.022,0.251,1.12320650278392e-115,"1","LAPTM4A"
"IGFBP4.1",3.17045458540354e-119,-0.616360047703505,0.006,0.226,6.39766030788581e-115,"1","IGFBP4"
"RPS14.1",6.70756700937465e-119,-0.514599170695969,0.706,0.822,1.35351994682171e-114,"1","RPS14"
"IFITM2.1",8.38147353993491e-119,-0.443807065989685,0.154,0.41,1.69129754562346e-114,"1","IFITM2"
"LGALS3.1",8.53156577942574e-119,-0.76445677883002,0.044,0.279,1.72158465863032e-114,"1","LGALS3"
"MT2A.1",1.88570691839381e-118,-0.694506905553771,0.068,0.309,3.80516799062687e-114,"1","MT2A"
"DUSP1.1",4.62595895918386e-118,-0.791651844498184,0.451,0.648,9.33472258373712e-114,"1","DUSP1"
"RTN4.1",1.23418699183639e-117,-0.470657943869674,0.035,0.266,2.49046593082664e-113,"1","RTN4"
"NEAT1.1",1.04749599601945e-116,-0.690556714866057,0.143,0.39,2.11374217036764e-112,"1","NEAT1"
"PCBP1.1",6.32895061330271e-116,-0.439050769419251,0.131,0.381,1.27711894425835e-111,"1","PCBP1"
"RPS19.1",1.65257279804225e-115,-0.521478538717317,0.607,0.769,3.33472664916946e-111,"1","RPS19"
"UBA52.1",1.23264875707645e-114,-0.493901070995323,0.383,0.609,2.48736192690458e-110,"1","UBA52"
"HSPB1.1",2.82466623967837e-114,-0.459949616694337,0.044,0.273,5.69989400504697e-110,"1","HSPB1"
"RPLP0.1",5.80098430134876e-113,-0.525109721447061,0.353,0.578,1.17058062216917e-108,"1","RPLP0"
"RPL13",2.32641404725091e-112,-0.491974759771637,0.767,0.857,4.69447090594761e-108,"1","RPL13"
"APOE.1",4.96018673762031e-112,-1.91631201218281,0.003,0.21,1.0009160817844e-107,"1","APOE"
"RPL7A.1",5.25206589003715e-112,-0.510302670865163,0.339,0.562,1.0598143759506e-107,"1","RPL7A"
"TUBB.1",1.28511259857135e-111,-0.440538415218876,0.059,0.29,2.59322871265712e-107,"1","TUBB"
"RPL35.1",1.70605635904306e-111,-0.47163584400967,0.467,0.666,3.44265112691299e-107,"1","RPL35"
"YWHAB.1",2.0690029566738e-111,-0.433149731280285,0.161,0.406,4.17504106627207e-107,"1","YWHAB"
"CALM1.1",8.02643538752254e-111,-0.496149355013083,0.217,0.464,1.61965439684817e-106,"1","CALM1"
"BTF3",4.91091274815666e-110,-0.358966208483451,0.148,0.393,9.90973083450532e-106,"1","BTF3"
"RPL32.1",1.00942003567299e-109,-0.492821808444646,0.591,0.751,2.03690868998452e-105,"1","RPL32"
"RPL3",2.62077585570752e-109,-0.544697438720678,0.59,0.736,5.2884635992322e-105,"1","RPL3"
"NPC2.1",4.79191175117021e-109,-0.671092798003838,0.02,0.231,9.66959872268637e-105,"1","NPC2"
"EEF1A1.1",9.52987321905471e-109,-0.661053257132533,0.429,0.605,1.92303311687305e-104,"1","EEF1A1"
"S100A10.1",3.66528875908557e-108,-0.706316053740435,0.127,0.364,7.39618618695878e-104,"1","S100A10"
"IGFBP7.1",1.23840226055206e-107,-0.720595085859953,0.005,0.206,2.498971921568e-103,"1","IGFBP7"
"CD59.1",1.4161318791913e-107,-0.391054886604345,0.01,0.214,2.85761251902013e-103,"1","CD59"
"CAPNS1.1",3.80475587635529e-107,-0.39586050838365,0.08,0.311,7.67761688289734e-103,"1","CAPNS1"
"CLIC1.1",4.07006612340316e-107,-0.503646120247065,0.095,0.329,8.21298643041524e-103,"1","CLIC1"
"HSP90AB1.1",6.02373426218719e-107,-0.410725900993643,0.122,0.359,1.21552933676675e-102,"1","HSP90AB1"
"HLA.DPB1.1",1.34441714065499e-106,-0.780461813249079,0.036,0.249,2.7128993481277e-102,"1","HLA.DPB1"
"TIMP2.1",1.41272564364925e-106,-0.506269134803925,0.004,0.204,2.85073907631983e-102,"1","TIMP2"
"CALM2.1",3.84720312423235e-106,-0.471197811934878,0.087,0.316,7.76327118438846e-102,"1","CALM2"
"MYH9",5.38312085771289e-106,-0.391243838375695,0.189,0.429,1.08625995787788e-101,"1","MYH9"
"FN1.1",4.15939903017733e-105,-1.38550682901294,0.001,0.197,8.39325130299483e-101,"1","FN1"
"RHOB.1",1.62018241294289e-104,-0.486483515781999,0.014,0.215,3.26936609107746e-100,"1","RHOB"
"SERPING1.1",1.91116778978919e-104,-0.465688830418602,0,0.194,3.85654548301561e-100,"1","SERPING1"
"ARF1.1",2.34834174984068e-104,-0.387110713914112,0.102,0.335,4.73871881700351e-100,"1","ARF1"
"RPL35A.1",1.68131169131193e-103,-0.434292031466039,0.482,0.669,3.39271886189835e-99,"1","RPL35A"
"GNB2.1",2.04862995533828e-103,-0.384969581107279,0.063,0.284,4.13393038687712e-99,"1","GNB2"
"LITAF.1",4.51634417008624e-103,-0.412533146294654,0.06,0.279,9.11353090081703e-99,"1","LITAF"
"GLUL.1",5.83489690070616e-103,-0.506350349567062,0.056,0.272,1.1774238455935e-98,"1","GLUL"
"CD9.1",1.26312694923524e-102,-0.725970214234733,0.019,0.219,2.54886387086179e-98,"1","CD9"
"PRDX1.1",3.82474688582705e-102,-0.464420022433066,0.028,0.234,7.71795674091039e-98,"1","PRDX1"
"RPL26",3.98787679271151e-102,-0.45112761556789,0.278,0.506,8.04713658001256e-98,"1","RPL26"
"HLA.DPA1.1",2.12887284661752e-100,-0.764080244046754,0.023,0.222,4.2958525171895e-96,"1","HLA.DPA1"
"A2M.1",3.57977949968376e-100,-0.463571667418622,0.001,0.189,7.22363705241185e-96,"1","A2M"
"LRP1.1",4.05863816252645e-100,-0.588946070199004,0.001,0.189,8.18992594816213e-96,"1","LRP1"
"RPL27",1.76825619870249e-99,-0.433004047239455,0.43,0.624,3.56816418336175e-95,"1","RPL27"
"CCNI.1",7.13484424432866e-99,-0.333389600722135,0.126,0.353,1.43974022006308e-94,"1","CCNI"
"YBX1.1",7.22655450000697e-99,-0.466036464911151,0.062,0.276,1.45824643255641e-94,"1","YBX1"
"KLF4.1",1.17602690648111e-98,-0.393708833017524,0.001,0.186,2.37310469458824e-94,"1","KLF4"
"RPL31.1",3.97210613215467e-98,-0.46590314579401,0.591,0.74,8.01531296407492e-94,"1","RPL31"
"JUND.1",2.34204070574013e-97,-0.461172172568834,0.317,0.532,4.72600394011301e-93,"1","JUND"
"LYZ.1",9.86902550903776e-97,-1.24222221620709,0.003,0.186,1.99147065746873e-92,"1","LYZ"
"TYROBP.1",1.12620805579605e-96,-0.958736599609236,0.011,0.198,2.27257523579085e-92,"1","TYROBP"
"ARPC1B.1",1.45978196843771e-96,-0.514716880526638,0.103,0.321,2.94569403411046e-92,"1","ARPC1B"
"RPL5",2.7358811498074e-96,-0.420067547457028,0.383,0.584,5.52073457219635e-92,"1","RPL5"
"DDX5",3.57682722060172e-96,-0.37560978909404,0.22,0.445,7.21767964845222e-92,"1","DDX5"
"ARPC2.1",4.12660699058063e-96,-0.451329206013066,0.167,0.391,8.32708024629266e-92,"1","ARPC2"
"RPS5.1",5.15352989985944e-96,-0.412747412771708,0.389,0.592,1.03993079849264e-91,"1","RPS5"
"RPS3A",9.76111526962943e-96,-0.465698038369212,0.315,0.523,1.96969545025852e-91,"1","RPS3A"
"GPX1.1",1.02453893193432e-95,-0.601690640511705,0.025,0.218,2.06741711075027e-91,"1","GPX1"
"RPL14",1.62991267674631e-94,-0.409659548167806,0.394,0.595,3.28900079040638e-90,"1","RPL14"
"MYADM.1",1.8786437839926e-93,-0.460690519147375,0.054,0.256,3.79091529171867e-89,"1","MYADM"
"MGP.1",2.77400972380636e-93,-1.00182469304114,0.008,0.188,5.59767422166884e-89,"1","MGP"
"ITGB2.1",4.52596691527496e-93,-0.852973704956567,0.095,0.304,9.13294863833333e-89,"1","ITGB2"
"FCGRT.1",8.5145766954782e-93,-0.387740472540182,0.007,0.187,1.71815643138055e-88,"1","FCGRT"
"ZFP36L2",1.37907292468938e-92,-0.57553099238659,0.6,0.726,2.7828312547307e-88,"1","ZFP36L2"
"HSPA8",2.25594288898975e-92,-0.428736238550141,0.173,0.393,4.55226715569242e-88,"1","HSPA8"
"RPS3",5.21599648711297e-92,-0.435790664916792,0.584,0.736,1.05253593113453e-87,"1","RPS3"
"MARCKS.1",7.50338563083078e-92,-0.385642466179386,0.001,0.175,1.51410818644534e-87,"1","MARCKS"
"SH3BGRL3.1",7.82076717387187e-92,-0.699462507306483,0.303,0.512,1.5781526080156e-87,"1","SH3BGRL3"
"CDC42",4.01674767078645e-91,-0.330270199037353,0.069,0.273,8.10539512487998e-87,"1","CDC42"
"DYNLL1.1",3.41260081786219e-90,-0.335539809231053,0.051,0.247,6.88628719036412e-86,"1","DYNLL1"
"ENO1.1",4.07855543221404e-90,-0.401574162956469,0.077,0.282,8.2301170066647e-86,"1","ENO1"
"ACTN4",5.50226542996802e-90,-0.317703431932934,0.125,0.339,1.11030214111325e-85,"1","ACTN4"
"AES",8.90825414038694e-90,-0.345317730342091,0.212,0.431,1.79759660298868e-85,"1","AES"
"ARPC3.1",1.031735059388e-89,-0.432475603867339,0.084,0.289,2.08193817633904e-85,"1","ARPC3"
"BRI3.1",1.04735068511347e-89,-0.469861778188752,0.021,0.204,2.11344894749048e-85,"1","BRI3"
"CEBPB.1",1.16429406933044e-89,-0.473215644372985,0.043,0.235,2.34942900250188e-85,"1","CEBPB"
"ANXA5.1",3.55042840227303e-89,-0.44923663490117,0.024,0.207,7.16440947294675e-85,"1","ANXA5"
"HNRNPA2B1",4.11624797916557e-89,-0.334922135421829,0.099,0.308,8.3061767971582e-85,"1","HNRNPA2B1"
"MYL12B",9.82226913529654e-89,-0.308533036322167,0.107,0.317,1.98203568881149e-84,"1","MYL12B"
"SRP14.1",1.0416394941138e-88,-0.317133247388633,0.103,0.312,2.10192433517224e-84,"1","SRP14"
"APP.1",1.58764209975362e-88,-0.268353611658132,0.009,0.183,3.20370299309283e-84,"1","APP"
"IER2.1",2.70085338747505e-88,-0.401749378062182,0.063,0.259,5.4500520505859e-84,"1","IER2"
"CAP1.1",4.33830274631777e-88,-0.420094130336407,0.107,0.313,8.75426111179462e-84,"1","CAP1"
